symptom,state,Up to 2018-08-01,Up to 2018-09-01,aggregate_correlation
Halitosis,TX,4,50,1
Hallucinations,TX,67,13,66
Headache,TX,67,13,66
Hearing Disorders,TX,58,23,32
Hearing Loss,TX,48,39,27
Heart Murmurs,TX,52,33,18
Heartburn,TX,67,13,66
Hematemesis,TX,16,9,45
Hemianopsia,TX,51,45,26
Hemifacial Spasm,TX,76,67,75
Hemiplegia,TX,66,12,65
Hemoglobinuria,TX,38,25,17
Hemoptysis,TX,1,20,4
Hiccup,TX,67,13,66
Hirsutism,TX,47,38,25
Hoarseness,TX,3,72,6
Horner Syndrome,TX,26,52,57
Hot Flashes,TX,67,13,66
Hydrops Fetalis,TX,43,48,30
Hyperacusis,TX,55,36,21
Hyperalgesia,TX,38,25,17
Hypercalciuria,TX,57,47,31
Hypercapnia,TX,17,78,46
Hyperemesis Gravidarum,TX,69,14,67
Hyperesthesia,TX,51,45,26
Hypergammaglobulinemia,TX,8,21,9
Hyperkinesis,TX,14,61,47
Hyperoxia,TX,31,16,37
Hyperphagia,TX,41,31,13
Hyperventilation,TX,47,38,25
Hypesthesia,TX,12,24,43
Hypocapnia,TX,74,71,73
Hypokinesia,TX,76,63,75
Hypothermia,TX,55,41,21
Hypoventilation,TX,10,58,41
Illusions,TX,53,46,19
Intermittent Claudication,TX,41,31,13
Jaundice,TX,67,13,66
Korsakoff Syndrome,TX,1,20,4
Labor Pain,TX,67,13,66
Language Disorders,TX,53,46,19
Learning Disorders,TX,53,47,19
Lethargy,TX,67,13,66
Livedo Reticularis,TX,33,17,39
Low Back Pain,TX,2,13,5
Memory Disorders,TX,13,60,44
Mental Fatigue,TX,2,24,5
Mental Retardation,TX,53,46,19
Metatarsalgia,TX,43,48,30
Miosis,TX,34,18,40
Morning Sickness,TX,67,13,66
Motion Sickness,TX,72,3,54
Mouth Breathing,TX,70,9,68
Muscle Cramp,TX,56,37,22
Muscle Rigidity,TX,58,42,32
Muscle Spasticity,TX,39,30,14
Muscle Weakness,TX,71,2,69
Muscular Atrophy,TX,53,46,19
Mutism,TX,59,48,33
Myoclonus,TX,26,44,57
Myokymia,TX,55,40,21
Myotonia,TX,8,21,9
Nausea,TX,67,13,66
Neck Pain,TX,67,13,66
Necrolytic Migratory Erythema,TX,80,15,79
Neuralgia,TX,42,32,70
Nocturia,TX,23,55,51
Obesity,TX,53,46,19
Oliguria,TX,66,12,65
Ophthalmoplegia,TX,43,19,30
Orthostatic Intolerance,TX,11,59,42
Overweight,TX,48,39,27
Pain,TX,67,13,66
Pallor,TX,67,13,66
Paralysis,TX,67,13,66
Paraparesis,TX,29,26,35
Paraplegia,TX,48,39,27
Paresis,TX,43,48,30
Paresthesia,TX,65,6,64
Pelvic Pain,TX,67,13,66
Persistent Vegetative State,TX,21,56,49
Phantom Limb,TX,13,60,44
Photophobia,TX,7,22,8
Piriformis Muscle Syndrome,TX,58,49,32
Polyuria,TX,64,11,63
Presbycusis,TX,35,29,11
Prosopagnosia,TX,45,41,23
Prostatism,TX,43,19,30
Proteinuria,TX,57,47,31
Pruritus,TX,18,5,2
Pseudobulbar Palsy,TX,10,58,41
Pseudophakia,TX,48,39,27
Psychomotor Agitation,TX,78,66,77
Purpura,TX,53,51,19
Purpura Fulminans,TX,12,24,43
Quadriplegia,TX,62,74,61
Renal Colic,TX,1,69,4
Respiratory Sounds,TX,1,20,4
Reticulocytosis,TX,24,53,52
Sarcopenia,TX,29,26,35
Sciatica,TX,67,13,66
Scotoma,TX,37,28,16
Seizures,TX,67,13,66
Shoulder Pain,TX,67,13,66
Sleep Deprivation,TX,59,42,33
Sleep Disorders,TX,53,46,19
Sneezing,TX,67,13,66
Snoring,TX,67,13,66
Spasm,TX,67,13,66
Speech Disorders,TX,55,46,21
Stupor,TX,64,11,63
Stuttering,TX,45,41,23
Sweating Sickness,TX,75,64,74
Syncope,TX,44,19,3
Synkinesis,TX,25,73,53
Taste Disorders,TX,5,76,71
Tetany,TX,40,30,15
Thinness,TX,54,40,20
Tics,TX,60,43,34
Tinea Pedis,TX,39,30,14
Tinnitus,TX,68,13,66
Toothache,TX,67,13,66
Torticollis,TX,26,50,57
Tremor,TX,70,1,68
Trismus,TX,37,28,16
Unconsciousness,TX,58,49,32
Urinary Incontinence,TX,55,40,21
Vertigo,TX,70,1,68
Virilism,TX,58,42,32
Vocal Cord Paralysis,TX,23,55,51
Voice Disorders,TX,14,61,47
Vomiting,TX,67,13,66
Waterhouse-Friderichsen Syndrome,TX,5,76,71
Weight Gain,TX,67,13,66
Weight Loss,TX,67,13,66
Abdominal Pain,UT,48,19,63
Agnosia,UT,6,44,7
Amblyopia,UT,64,28,75
Amnesia,UT,49,17,62
Angina Pectoris,UT,24,72,24
Anisocoria,UT,53,34,41
Anomia,UT,42,12,55
Anorexia,UT,9,43,11
Anoxia,UT,16,51,4
Aphasia,UT,35,40,46
Apnea,UT,3,60,19
Arthralgia,UT,22,69,21
Asthenia,UT,22,69,21
Ataxia,UT,2,56,18
Back Pain,UT,48,19,63
Birth Weight,UT,38,38,49
Blindness,UT,9,43,11
Body Weight,UT,9,43,11
Bulimia,UT,13,50,15
Cachexia,UT,60,25,71
Catatonia,UT,31,64,38
Chest Pain,UT,48,19,63
Chills,UT,48,19,63
Chorea,UT,16,51,4
Colic,UT,26,73,32
Coma,UT,12,9,14
Communication Disorders,UT,21,48,2
Confusion,UT,9,43,11
Constipation,UT,48,19,63
Coprophagia,UT,51,10,59
Cough,UT,48,19,63
Cyanosis,UT,25,71,23
Deafness,UT,9,43,11
Delirium,UT,53,34,41
Diarrhea,UT,48,19,63
Diplopia,UT,25,71,23
Dizziness,UT,37,18,48
Dysarthria,UT,30,67,35
Dysgeusia,UT,70,1,25
Dyslexia,UT,24,72,24
Dysmenorrhea,UT,6,44,7
Dyspepsia,UT,6,44,7
Dysphonia,UT,15,49,3
Dyspnea,UT,5,42,6
Dystonia,UT,21,48,2
Dysuria,UT,10,8,12
Earache,UT,41,21,54
Ecchymosis,UT,54,35,42
Echolalia,UT,68,6,50
Edema,UT,26,73,32
Emaciation,UT,66,24,30
Encopresis,UT,67,23,31
Eye Pain,UT,34,56,45
Facial Pain,UT,38,38,49
Fatigue,UT,56,55,44
Feminization,UT,8,39,10
Fever,UT,48,19,63
Flank Pain,UT,6,44,7
Flatulence,UT,9,43,11
Flushing,UT,9,43,11
Gagging,UT,16,52,4
Gastroparesis,UT,55,36,43
Halitosis,UT,53,34,41
Hallucinations,UT,20,47,1
Headache,UT,48,19,63
Hearing Loss,UT,15,49,3
Heartburn,UT,48,19,63
Hematemesis,UT,23,70,22
Hemianopsia,UT,44,14,57
Hemiplegia,UT,28,68,33
Hemoptysis,UT,57,31,68
Hiccup,UT,50,20,64
Hirsutism,UT,6,44,7
Hoarseness,UT,45,15,58
Hot Flashes,UT,37,18,48
Hydrops Fetalis,UT,47,7,51
Hyperacusis,UT,57,31,68
Hyperalgesia,UT,63,27,74
Hypercapnia,UT,72,3,27
Hyperemesis Gravidarum,UT,53,34,41
Hyperventilation,UT,13,50,15
Hypothermia,UT,36,37,47
Hypoventilation,UT,18,72,24
Illusions,UT,9,43,11
Jaundice,UT,6,54,7
Korsakoff Syndrome,UT,11,8,13
Labor Pain,UT,18,65,39
Lethargy,UT,29,58,34
Low Back Pain,UT,6,45,8
Mental Retardation,UT,8,39,10
Metatarsalgia,UT,53,34,41
Miosis,UT,69,30,67
Morning Sickness,UT,5,42,6
Motion Sickness,UT,32,62,36
Mouth Breathing,UT,66,24,30
Muscle Weakness,UT,14,67,16
Mutism,UT,15,49,3
Myoclonus,UT,20,47,1
Nausea,UT,48,19,63
Neck Pain,UT,48,19,63
Neuralgia,UT,38,39,49
Nocturia,UT,1,59,17
Obesity,UT,9,43,11
Oliguria,UT,43,13,56
Overweight,UT,36,37,47
Pain,UT,48,19,63
Pallor,UT,71,2,26
Paralysis,UT,27,74,65
Paraplegia,UT,65,29,66
Paresis,UT,67,23,31
Paresthesia,UT,31,64,38
Pelvic Pain,UT,4,61,20
Photophobia,UT,53,34,41
Polyuria,UT,62,26,73
Presbycusis,UT,44,14,57
Prosopagnosia,UT,6,44,7
Proteinuria,UT,61,25,72
Pruritus,UT,33,63,37
Purpura,UT,14,40,16
Quadriplegia,UT,39,22,52
Sarcopenia,UT,73,4,28
Sciatica,UT,48,19,63
Scotoma,UT,74,5,29
Seizures,UT,7,46,9
Shoulder Pain,UT,48,19,63
Sleep Deprivation,UT,3,60,19
Sleep Disorders,UT,16,51,4
Sneezing,UT,58,32,69
Snoring,UT,17,53,5
Spasm,UT,6,44,7
Stupor,UT,52,11,60
Stuttering,UT,9,43,11
Susac Syndrome,UT,1,59,17
Sweating Sickness,UT,46,16,61
Syncope,UT,67,23,31
Tetany,UT,40,41,53
Tics,UT,38,39,49
Tinea Pedis,UT,65,29,66
Tinnitus,UT,14,54,16
Toothache,UT,48,19,63
Torticollis,UT,9,43,11
Tremor,UT,59,33,70
Trismus,UT,62,26,73
Urinary Incontinence,UT,19,66,40
Vertigo,UT,34,57,45
Vomiting,UT,48,19,63
Weight Gain,UT,48,19,63
Weight Loss,UT,46,16,61
Abdominal Pain,VT,27,66,50
Amnesia,VT,10,41,38
Anorexia,VT,62,27,20
Aphasia,VT,1,37,29
Apnea,VT,42,5,19
Ataxia,VT,51,9,3
Back Pain,VT,21,61,45
Blindness,VT,62,27,20
Body Weight,VT,45,3,17
Bulimia,VT,62,25,20
Cachexia,VT,57,19,22
Chest Pain,VT,43,7,9
Chills,VT,47,1,7
Chorea,VT,16,51,54
Colic,VT,49,12,1
Coma,VT,38,29,27
Confusion,VT,59,17,24
Constipation,VT,22,13,46
Cough,VT,21,61,45
Delirium,VT,64,18,13
Diarrhea,VT,21,61,45
Dizziness,VT,66,20,15
Dysarthria,VT,15,59,43
Dyslexia,VT,42,5,19
Dyspepsia,VT,17,52,55
Dyspnea,VT,11,55,39
Dystonia,VT,30,43,59
Dysuria,VT,37,31,66
Earache,VT,46,4,18
Ecchymosis,VT,6,46,34
Edema,VT,50,10,2
Eye Pain,VT,9,41,37
Fatigue,VT,3,15,31
Feminization,VT,63,27,21
Fever,VT,21,61,45
Flatulence,VT,9,42,37
Flushing,VT,60,23,25
Gagging,VT,48,2,8
Gastroparesis,VT,2,38,30
Halitosis,VT,7,47,35
Hallucinations,VT,53,30,11
Headache,VT,21,61,45
Hearing Loss,VT,55,26,52
Heartburn,VT,23,62,47
Hiccup,VT,33,45,62
Hot Flashes,VT,26,65,49
Hyperemesis Gravidarum,VT,13,57,41
Hypothermia,VT,35,32,64
Hypoventilation,VT,8,48,36
Illusions,VT,62,27,20
Jaundice,VT,51,9,3
Lethargy,VT,24,63,48
Low Back Pain,VT,32,21,61
Morning Sickness,VT,39,34,28
Motion Sickness,VT,51,9,3
Nausea,VT,21,61,45
Neck Pain,VT,56,53,53
Neuralgia,VT,52,11,4
Obesity,VT,62,27,20
Overweight,VT,28,42,51
Pain,VT,21,61,45
Pallor,VT,36,33,65
Paralysis,VT,40,14,5
Paresthesia,VT,18,49,56
Pelvic Pain,VT,29,54,58
Pruritus,VT,25,64,48
Purpura,VT,61,24,26
Sciatica,VT,19,50,57
Seizures,VT,54,22,12
Shoulder Pain,VT,16,51,54
Sleep Deprivation,VT,34,40,63
Sneezing,VT,12,56,40
Snoring,VT,5,35,33
Spasm,VT,34,40,63
Stuttering,VT,41,6,6
Syncope,VT,67,36,16
Tics,VT,4,39,32
Tinnitus,VT,65,16,14
Toothache,VT,9,41,37
Torticollis,VT,14,58,42
Tremor,VT,44,8,10
Vertigo,VT,58,28,23
Vomiting,VT,31,44,60
Weight Gain,VT,20,60,44
Weight Loss,VT,20,60,44
Abdominal Pain,VA,56,52,26
Acute Coronary Syndrome,VA,34,32,54
Ageusia,VA,1,1,1
Agnosia,VA,20,19,8
Agraphia,VA,37,13,57
Albuminuria,VA,5,36,5
Alien Hand Syndrome,VA,12,18,34
Amaurosis Fugax,VA,1,1,1
Amblyopia,VA,50,30,20
Amnesia,VA,57,53,27
Angina Pectoris,VA,13,40,35
Anisocoria,VA,54,50,24
Anomia,VA,2,2,2
Anorexia,VA,3,3,3
Anoxia,VA,5,36,5
Aphasia,VA,56,52,26
Aphonia,VA,43,37,13
Apnea,VA,56,52,26
Arthralgia,VA,21,20,43
Asthenia,VA,30,28,50
Ataxia,VA,24,34,39
Athetosis,VA,4,4,4
Back Pain,VA,56,52,26
Birth Weight,VA,56,52,26
Blindness,VA,31,31,51
Body Weight,VA,56,52,26
Bulimia,VA,3,3,3
Cachexia,VA,25,34,39
Catalepsy,VA,49,6,19
Catatonia,VA,53,12,23
Cerebellar Ataxia,VA,23,35,44
Chest Pain,VA,56,52,26
Chills,VA,56,52,26
Chorea,VA,31,31,51
Colic,VA,56,52,26
Coma,VA,6,46,6
Confusion,VA,23,35,44
Constipation,VA,56,52,26
Coprophagia,VA,17,24,40
Cough,VA,56,52,26
Cyanosis,VA,11,17,33
Deafness,VA,31,31,51
Delirium,VA,56,52,26
Diarrhea,VA,56,52,26
Diplopia,VA,25,34,54
Dizziness,VA,56,52,26
Dysarthria,VA,30,28,50
Dysgeusia,VA,36,49,56
Dyslexia,VA,31,31,51
Dysmenorrhea,VA,32,8,52
Dyspepsia,VA,22,33,45
Dysphonia,VA,29,9,49
Dyspnea,VA,56,52,26
Dystonia,VA,40,41,10
Dysuria,VA,56,32,43
Earache,VA,56,52,26
Ecchymosis,VA,20,19,8
Echolalia,VA,48,14,18
Edema,VA,56,52,26
Emaciation,VA,9,49,31
Encopresis,VA,10,16,32
Eructation,VA,5,36,5
Eye Hemorrhage,VA,5,36,5
Eye Pain,VA,56,52,26
Facial Pain,VA,15,21,37
Facial Paralysis,VA,45,44,15
Fasciculation,VA,52,11,21
Fatigue,VA,56,52,26
Feminization,VA,27,30,47
Fetal Weight,VA,10,16,32
Fever,VA,56,52,26
Flank Pain,VA,56,52,26
Flatulence,VA,31,31,51
Flushing,VA,60,55,29
Gagging,VA,56,52,26
Gastroparesis,VA,56,52,26
Halitosis,VA,27,30,47
Hallucinations,VA,56,52,26
Headache,VA,56,52,26
Hearing Loss,VA,31,31,51
Heart Murmurs,VA,34,31,54
Heartburn,VA,56,52,26
Hematemesis,VA,8,48,9
Hemianopsia,VA,32,13,52
Hemiplegia,VA,44,43,14
Hemoglobinuria,VA,46,45,16
Hemoptysis,VA,55,51,25
Hiccup,VA,56,52,26
Hirsutism,VA,26,27,46
Hoarseness,VA,55,51,25
Horner Syndrome,VA,35,37,55
Hot Flashes,VA,56,52,26
Hydrops Fetalis,VA,52,10,21
Hyperacusis,VA,36,21,56
Hyperalgesia,VA,47,5,17
Hypercapnia,VA,48,14,18
Hyperemesis Gravidarum,VA,59,56,30
Hyperesthesia,VA,44,43,14
Hyperphagia,VA,43,39,13
Hyperventilation,VA,26,27,46
Hypocapnia,VA,15,21,37
Hypothermia,VA,31,31,51
Hypoventilation,VA,5,36,5
Illusions,VA,31,31,51
Intermittent Claudication,VA,58,54,28
Jaundice,VA,56,52,26
Korsakoff Syndrome,VA,56,52,26
Labor Pain,VA,56,52,26
Lethargy,VA,50,52,20
Livedo Reticularis,VA,15,21,37
Low Back Pain,VA,56,52,26
Mental Retardation,VA,31,31,51
Metatarsalgia,VA,51,10,21
Miosis,VA,36,7,56
Morning Sickness,VA,56,52,26
Motion Sickness,VA,56,52,26
Mouth Breathing,VA,56,52,26
Muscle Cramp,VA,32,8,52
Muscle Weakness,VA,31,31,51
Muscular Atrophy,VA,4,4,4
Mutism,VA,18,25,41
Myoclonus,VA,25,34,54
Myokymia,VA,11,17,33
Myotonia,VA,18,25,41
Nausea,VA,56,52,26
Neck Pain,VA,56,52,26
Neuralgia,VA,26,27,46
Nocturia,VA,39,13,59
Obesity,VA,31,31,51
Oliguria,VA,7,47,7
Ophthalmoplegia,VA,52,10,21
Orthostatic Intolerance,VA,15,21,37
Overweight,VA,56,52,26
Pain,VA,56,52,26
Pallor,VA,56,52,22
Paralysis,VA,56,52,26
Paraparesis,VA,47,5,17
Paraplegia,VA,18,25,41
Paresis,VA,35,33,55
Paresthesia,VA,50,52,20
Pelvic Pain,VA,56,52,26
Persistent Vegetative State,VA,4,4,4
Phantom Limb,VA,51,10,21
Photophobia,VA,44,43,14
Polyuria,VA,17,24,40
Presbycusis,VA,42,38,12
Prosopagnosia,VA,42,38,12
Proteinuria,VA,10,16,32
Pruritus,VA,21,20,43
Pseudophakia,VA,38,15,58
Purpura,VA,3,3,3
Quadriplegia,VA,51,9,22
Renal Colic,VA,24,34,39
Respiratory Sounds,VA,5,36,5
Sarcopenia,VA,41,42,11
Sciatica,VA,56,52,26
Scotoma,VA,50,8,20
Seizures,VA,56,52,26
Shoulder Pain,VA,56,52,26
Sleep Deprivation,VA,31,31,51
Sleep Disorders,VA,31,31,51
Sneezing,VA,56,52,26
Snoring,VA,56,52,26
Spasm,VA,56,52,26
Speech Disorders,VA,29,9,49
Stupor,VA,54,50,24
Stuttering,VA,31,31,51
Sweating Sickness,VA,57,53,27
Syncope,VA,56,52,26
Tetany,VA,14,40,36
Thinness,VA,19,26,42
Tics,VA,3,3,3
Tinea Pedis,VA,33,22,53
Tinnitus,VA,56,52,26
Toothache,VA,56,52,26
Torticollis,VA,23,35,44
Tremor,VA,28,29,48
Trismus,VA,16,23,38
Unconsciousness,VA,11,17,33
Urinary Incontinence,VA,50,8,20
Vertigo,VA,56,52,26
Vomiting,VA,56,52,26
Weight Gain,VA,56,52,26
Weight Loss,VA,56,52,26
Abdominal Pain,WA,60,73,26
Acute Coronary Syndrome,WA,23,46,88
Ageusia,WA,72,30,40
Agnosia,WA,29,12,62
Albuminuria,WA,80,56,50
Alien Hand Syndrome,WA,46,64,6
Amaurosis Fugax,WA,41,53,56
Amblyopia,WA,5,61,55
Amnesia,WA,60,73,26
Angina Pectoris,WA,2,51,52
Anisocoria,WA,12,40,72
Anomia,WA,44,82,4
Anorexia,WA,21,38,84
Anoxia,WA,13,4,73
Aphasia,WA,53,57,18
Aphonia,WA,75,90,31
Apnea,WA,51,28,16
Arthralgia,WA,31,14,63
Asthenia,WA,10,41,70
Ataxia,WA,87,65,36
Back Pain,WA,60,73,26
Birth Weight,WA,63,70,29
Blindness,WA,20,38,83
Body Weight,WA,59,70,25
Bulimia,WA,21,38,84
Cachexia,WA,78,93,34
Catalepsy,WA,77,92,33
Catatonia,WA,22,39,85
Cerebellar Ataxia,WA,33,16,65
Chest Pain,WA,60,73,26
Chills,WA,60,73,26
Chorea,WA,13,38,73
Colic,WA,62,68,28
Coma,WA,60,73,26
Confusion,WA,6,31,61
Constipation,WA,60,73,26
Coprophagia,WA,91,23,91
Cough,WA,60,73,26
Cyanosis,WA,4,50,54
Deafness,WA,21,38,84
Delirium,WA,83,7,45
Diarrhea,WA,60,73,26
Diplopia,WA,12,4,72
Dizziness,WA,60,73,26
Dysarthria,WA,10,41,70
Dysgeusia,WA,65,77,7
Dyslexia,WA,20,44,83
Dysmenorrhea,WA,37,19,44
Dyspepsia,WA,92,24,92
Dysphonia,WA,35,17,67
Dyspnea,WA,47,67,20
Dystonia,WA,76,91,32
Dysuria,WA,48,80,21
Earache,WA,60,73,26
Ecchymosis,WA,57,84,23
Echolalia,WA,89,21,14
Edema,WA,59,72,25
Emaciation,WA,45,83,5
Encopresis,WA,21,38,84
Eructation,WA,84,8,46
Eye Hemorrhage,WA,23,46,88
Eye Pain,WA,60,73,26
Facial Pain,WA,40,11,60
Fasciculation,WA,24,47,89
Fatigue,WA,60,73,26
Feminization,WA,18,37,81
Fever,WA,60,73,26
Flank Pain,WA,47,67,20
Flatulence,WA,39,35,59
Flushing,WA,30,13,86
Gagging,WA,15,5,75
Gastroparesis,WA,60,73,26
Halitosis,WA,18,37,81
Hallucinations,WA,60,73,26
Headache,WA,60,73,26
Hearing Loss,WA,8,33,77
Heart Murmurs,WA,16,29,79
Heartburn,WA,60,73,26
Hematemesis,WA,14,6,74
Hemianopsia,WA,35,17,67
Hemiplegia,WA,26,45,48
Hemoglobinuria,WA,28,1,1
Hemoptysis,WA,3,49,53
Hiccup,WA,60,73,26
Hirsutism,WA,42,54,57
Hoarseness,WA,1,3,51
Horner Syndrome,WA,4,50,54
Hot Flashes,WA,60,73,26
Hydrops Fetalis,WA,74,89,42
Hyperacusis,WA,28,1,1
Hyperalgesia,WA,55,62,12
Hypercapnia,WA,73,87,41
Hyperemesis Gravidarum,WA,64,75,30
Hyperesthesia,WA,67,76,9
Hyperventilation,WA,9,34,78
Hypocapnia,WA,72,30,40
Hypothermia,WA,11,43,71
Hypoventilation,WA,7,32,76
Illusions,WA,21,38,84
Intermittent Claudication,WA,26,45,48
Jaundice,WA,60,72,26
Korsakoff Syndrome,WA,70,85,38
Labor Pain,WA,88,66,37
Lethargy,WA,3,49,53
Livedo Reticularis,WA,6,31,61
Low Back Pain,WA,61,74,27
Mental Retardation,WA,21,38,84
Metatarsalgia,WA,32,15,64
Miosis,WA,26,45,48
Morning Sickness,WA,60,73,26
Motion Sickness,WA,90,22,87
Mouth Breathing,WA,52,60,17
Muscle Cramp,WA,33,16,65
Muscle Weakness,WA,93,25,93
Mutism,WA,19,36,82
Myoclonus,WA,13,38,73
Myotonia,WA,25,48,90
Nausea,WA,60,73,26
Neck Pain,WA,60,73,26
Neuralgia,WA,81,2,2
Nocturia,WA,85,10,43
Obesity,WA,21,38,84
Oliguria,WA,52,59,17
Ophthalmoplegia,WA,1,55,51
Orthostatic Intolerance,WA,79,94,35
Overweight,WA,49,69,22
Pain,WA,60,73,26
Pallor,WA,38,20,69
Paralysis,WA,60,73,26
Paraparesis,WA,91,23,91
Paraplegia,WA,34,16,66
Paresis,WA,19,36,82
Paresthesia,WA,69,79,11
Pelvic Pain,WA,60,73,26
Persistent Vegetative State,WA,7,32,76
Phantom Limb,WA,43,52,58
Photophobia,WA,82,2,3
Polyuria,WA,85,10,43
Presbycusis,WA,27,44,49
Prosopagnosia,WA,67,76,9
Proteinuria,WA,39,35,59
Pruritus,WA,68,81,10
Pseudophakia,WA,77,92,33
Purpura,WA,22,39,85
Quadriplegia,WA,71,86,39
Renal Colic,WA,52,59,17
Sarcopenia,WA,86,9,47
Sciatica,WA,60,73,26
Scotoma,WA,66,78,8
Seizures,WA,58,71,24
Shoulder Pain,WA,60,73,26
Sleep Deprivation,WA,17,38,80
Sleep Disorders,WA,21,38,84
Sneezing,WA,60,73,26
Snoring,WA,60,73,26
Spasm,WA,54,58,19
Stupor,WA,56,63,13
Stuttering,WA,94,26,94
Sweating Sickness,WA,73,88,41
Syncope,WA,51,28,16
Tetany,WA,50,27,15
Thinness,WA,25,48,90
Tics,WA,22,39,85
Tinea Pedis,WA,24,47,89
Tinnitus,WA,60,73,26
Toothache,WA,60,73,26
Torticollis,WA,1,42,51
Tremor,WA,53,57,18
Trismus,WA,13,4,73
Unconsciousness,WA,36,18,68
Urinary Incontinence,WA,16,29,79
Vertigo,WA,50,27,15
Vomiting,WA,60,73,26
Weight Gain,WA,60,73,26
Weight Loss,WA,60,73,26
Abdominal Pain,WV,60,22,60
Agnosia,WV,23,42,23
Amblyopia,WV,30,36,30
Amnesia,WV,24,19,24
Angina Pectoris,WV,4,35,4
Anisocoria,WV,25,29,25
Anorexia,WV,14,56,14
Anoxia,WV,40,73,40
Aphasia,WV,32,38,32
Apnea,WV,71,1,71
Arthralgia,WV,9,27,9
Asthenia,WV,54,52,54
Ataxia,WV,73,44,73
Back Pain,WV,64,21,64
Birth Weight,WV,73,44,73
Blindness,WV,27,43,27
Body Weight,WV,28,57,28
Bulimia,WV,14,56,14
Cachexia,WV,7,8,7
Catatonia,WV,49,48,49
Chest Pain,WV,64,21,64
Chills,WV,1,32,1
Chorea,WV,25,29,25
Colic,WV,36,69,36
Coma,WV,42,58,42
Confusion,WV,33,66,33
Constipation,WV,64,21,64
Cough,WV,64,21,64
Cyanosis,WV,44,60,44
Deafness,WV,22,30,22
Delirium,WV,42,58,42
Diarrhea,WV,64,21,64
Diplopia,WV,42,58,42
Dizziness,WV,72,24,72
Dysarthria,WV,19,4,19
Dyslexia,WV,13,57,13
Dysmenorrhea,WV,48,65,48
Dyspepsia,WV,24,29,24
Dysphonia,WV,4,35,4
Dyspnea,WV,18,14,18
Dystonia,WV,26,39,26
Dysuria,WV,67,12,67
Earache,WV,35,68,35
Ecchymosis,WV,56,50,56
Echolalia,WV,49,48,49
Edema,WV,52,54,52
Encopresis,WV,5,9,5
Eye Pain,WV,10,26,10
Fatigue,WV,17,40,17
Feminization,WV,9,26,9
Fever,WV,64,21,64
Flank Pain,WV,20,6,20
Flatulence,WV,12,28,12
Flushing,WV,2,33,2
Gagging,WV,51,47,51
Gastroparesis,WV,26,39,26
Halitosis,WV,37,70,37
Hallucinations,WV,57,51,57
Headache,WV,64,21,64
Hearing Loss,WV,15,45,15
Heartburn,WV,64,21,64
Hematemesis,WV,9,27,9
Hemianopsia,WV,66,20,66
Hemiplegia,WV,3,34,3
Hemoptysis,WV,8,46,8
Hiccup,WV,40,73,40
Hirsutism,WV,55,53,55
Hoarseness,WV,73,44,73
Hot Flashes,WV,11,25,11
Hypercapnia,WV,69,17,69
Hyperemesis Gravidarum,WV,62,15,62
Hyperventilation,WV,18,4,18
Hypothermia,WV,34,67,34
Illusions,WV,13,57,13
Jaundice,WV,61,7,61
Labor Pain,WV,71,1,71
Lethargy,WV,47,63,47
Low Back Pain,WV,51,47,51
Mental Retardation,WV,42,58,42
Miosis,WV,59,11,59
Morning Sickness,WV,43,59,43
Motion Sickness,WV,26,39,26
Muscle Weakness,WV,58,10,58
Mutism,WV,9,27,9
Myoclonus,WV,38,71,38
Nausea,WV,64,21,64
Neck Pain,WV,64,21,64
Neuralgia,WV,11,25,11
Nocturia,WV,49,48,49
Obesity,WV,14,56,14
Oliguria,WV,68,13,68
Overweight,WV,29,64,29
Pain,WV,64,21,64
Pallor,WV,71,1,71
Paralysis,WV,72,24,72
Paraplegia,WV,58,10,58
Paresis,WV,46,62,46
Paresthesia,WV,40,73,40
Pelvic Pain,WV,65,23,65
Photophobia,WV,42,58,42
Polyuria,WV,3,34,3
Presbycusis,WV,31,37,31
Proteinuria,WV,46,62,46
Pruritus,WV,45,61,45
Purpura,WV,53,55,53
Sarcopenia,WV,70,18,70
Sciatica,WV,50,49,50
Seizures,WV,23,2,23
Shoulder Pain,WV,64,21,64
Sleep Deprivation,WV,42,58,42
Sleep Disorders,WV,31,37,31
Sneezing,WV,30,36,30
Snoring,WV,22,31,22
Spasm,WV,41,74,41
Stupor,WV,9,27,9
Stuttering,WV,9,27,9
Syncope,WV,16,41,16
Tetany,WV,6,42,6
Tics,WV,39,72,39
Tinea Pedis,WV,58,10,58
Tinnitus,WV,9,27,9
Toothache,WV,64,21,64
Torticollis,WV,30,36,30
Tremor,WV,22,30,22
Urinary Incontinence,WV,21,3,21
Vertigo,WV,63,16,63
Vomiting,WV,19,5,19
Weight Gain,WV,64,21,64
Weight Loss,WV,64,21,64
Abdominal Pain,WI,15,15,6
Acute Coronary Syndrome,WI,82,36,23
Ageusia,WI,8,81,19
Agnosia,WI,90,40,31
Albuminuria,WI,72,52,45
Alien Hand Syndrome,WI,6,79,17
Amaurosis Fugax,WI,23,83,70
Amblyopia,WI,89,28,30
Amnesia,WI,13,10,2
Angina Pectoris,WI,69,32,41
Anisocoria,WI,44,55,50
Anomia,WI,23,83,70
Anorexia,WI,71,34,43
Anoxia,WI,31,61,89
Aphasia,WI,37,24,66
Apnea,WI,83,41,24
Arthralgia,WI,66,29,67
Asthenia,WI,88,53,29
Ataxia,WI,77,49,38
Athetosis,WI,38,86,74
Back Pain,WI,15,15,6
Birth Weight,WI,10,1,60
Blindness,WI,71,34,43
